ParticleID,Start Latitude,Start Longitude,End Latitude,End Longitude,Total Distance,Net Displacement,Straightness Index,Average Velocity,Max Velocity,Velocity Std Dev,Min Distance to Shore,Avg Distance to Shore,Shore Distance Std Dev,Total Time Steps,Direction Change Std Dev,Beached,Beaching Time Step,Beaching Distance,VelocityU at Beaching,VelocityV at Beaching,Time in Coastal Zone (steps)
0,52.2008,4.30033,58.1162,6.56566,22.193238212223825,6.334325312841138,0.2854169027642055,0.0782121134193222,0.30203465233313875,0.051092585836990875,0.0,182538.54847222602,97661.25026638925,8759,86.55839319304167,False,,,,,33
1,51.2559,2.59457,56.6571,5.37373,20.068546078325912,6.0742647082260115,0.3026758732056945,0.07072529289754792,0.31744909657455317,0.0504903886267892,15165.4,218139.7651712329,82787.84369325811,8759,96.1613523162947,False,,,,,0
2,51.335,2.95569,57.0057,5.55569,20.97418317354748,6.23833619565345,0.29742927979770883,0.07391423702606693,0.33108631136457456,0.052110234860655476,9100.9,233386.74444292235,85140.57716379168,8759,95.2901871402193,False,,,,,0
3,51.4506,3.21597,57.144,5.75237,21.535446393721184,6.23282668778781,0.28942175489824234,0.07588824945381864,0.32755956432595584,0.05309794458933214,10481.5,236245.4664497717,90018.56693367592,8759,94.81671454541673,False,,,,,0
4,51.608,3.3925,57.2622,5.98077,22.291732146417832,6.218449905957274,0.27895768104124413,0.07855295304928044,0.3344422720798912,0.05413218332191621,9139.25,233542.2199280822,80064.11718395201,8759,93.14504395085805,False,,,,,0
5,51.7544,3.54368,57.3366,6.15831,22.79125797208307,6.16419069115322,0.27046294235727203,0.08031322420680129,0.33337903297341603,0.05483473114847457,14089.3,229546.86660958905,74520.45067861724,8759,91.4543753443397,False,,,,,0
6,51.8743,3.7201,57.3963,6.31567,23.1222223571996,6.1015954983020615,0.2638844745994841,0.08148359763552458,0.3285754486577018,0.055208536826375824,15436.0,222953.0797716895,74222.00946726286,8759,90.5073213201769,False,,,,,0
7,51.999,3.88805,57.4925,6.47666,23.364598504741224,6.0728448014172045,0.2599165057420046,0.08234344943687562,0.3119107288472136,0.055064448744221076,8699.89,213889.72304566207,77404.53548394662,8759,89.24497679599045,False,,,,,0
8,52.0817,4.08952,57.6609,6.62677,23.33467669967011,6.129038277127986,0.2626579470550211,0.08224185897457448,0.3037380879063408,0.053913375046688514,9683.89,200347.369369863,83862.08366506519,8759,88.14496346226811,False,,,,,0
9,52.3192,4.3583,58.907,5.62397,19.609268730309804,6.708280658179108,0.34209744128857805,0.0690906756701358,0.30747159662154167,0.053833486776208285,0.0,170334.95640818402,106989.82743037237,8759,83.46583356258789,False,,,,,1215
10,52.4736,4.40882,59.3503,5.47459,19.222238173678676,6.958797926574674,0.3620180888250292,0.06772984607159716,0.3002181759754063,0.05368494696515585,0.0,161118.95865921004,107167.83583553012,8759,81.5680978925856,False,,,,,1270
11,52.5756,4.51779,59.5865,5.32808,19.030949676975542,7.057569602497732,0.3708469478554863,0.06705325869511246,0.2882550171167884,0.053426232320559874,0.0,152817.97369642922,104918.39713743544,8759,81.29685792344942,False,,,,,1308
12,52.6934,4.51793,59.8698,5.12523,18.576404634503252,7.202050419845727,0.3876988341688497,0.06544139067030114,0.2740568417682726,0.05519373007709956,0.0,140518.44408705755,97347.23794146087,8759,81.34757205969252,False,,,,,1398
13,52.8569,4.5853,60.1566,5.12492,18.292706693559552,7.3196181481276685,0.40013860555172737,0.06445785525791803,0.2773525772460029,0.05549697533725933,0.0,127680.9137475582,92591.42267778344,8759,78.33391752923025,False,,,,,1535
14,53.0245,4.56854,60.4982,5.12234,18.181433530034134,7.494190158382686,0.41218917892271484,0.06404812460755509,0.27924942661534685,0.05577983572901004,0.0,119011.57977795889,89741.1506852788,8759,78.93704605621095,False,,,,,1568
15,53.1617,4.66219,60.5575,5.11746,17.92458234623882,7.409799485336963,0.41338756698516815,0.06314291915192115,0.28333974959048724,0.05587299161188141,0.0,110810.7545398299,86508.5372686694,8759,79.08245756312544,False,,,,,1841
16,53.2675,4.73766,60.5763,5.11303,17.73001158541874,7.31843289761545,0.4127709032990238,0.0624508867857566,0.2911491067357068,0.05613609479894388,0.0,103393.03437769634,81978.32871295798,8759,79.62651839812912,False,,,,,1932
17,53.3734,4.84688,60.6104,5.1002,17.433111622991703,7.241432180335602,0.4153838016378683,0.06141341487311479,0.2969356974514853,0.056140172911141144,0.0,93714.56101965852,77827.35020002555,8759,79.94523509561105,False,,,,,1991
18,53.4386,5.04824,60.5912,5.1146,16.91113023087839,7.152907828960191,0.422970418375677,0.05956639393814542,0.30114535436728884,0.05575742642277661,0.0,81880.83335362421,74585.44251542373,8759,77.96277534831026,False,,,,,2074
19,53.4785,5.23303,60.5849,5.11998,16.2781361181029,7.10729915386288,0.4366162748792142,0.0573321171956321,0.31032836128204594,0.055352744191007705,0.0,72535.7422923081,72068.5244340561,8759,75.43965444928973,False,,,,,2231
20,53.5034,5.42622,60.566,5.12336,15.498567575007051,7.0690906727527585,0.4561125174014375,0.054588171183011736,0.31532018475511525,0.05501903599314281,0.0,64655.12896834703,69320.29806788127,8759,72.85951438196408,False,,,,,2714
21,53.5185,5.61923,60.4258,5.12494,14.686071560531065,6.924963241353703,0.4715327181139848,0.051737884963805415,0.31753028865290944,0.05486642351654053,0.0,58684.26845817123,66525.13109959722,8759,70.13998999447666,False,,,,,3187
22,53.5583,5.91293,59.3726,5.47914,12.275700932884556,5.830459523408078,0.4749593978612862,0.04321192687389221,0.3201928517409469,0.05572291017782864,0.0,48643.09985923676,63322.953426383334,8759,69.78830335491931,False,,,,,4388
23,53.5684,6.08927,59.3508,5.59905,12.000895198722418,5.803142718251898,0.48355915305965547,0.04223303696450229,0.3184000942603504,0.05552888449994475,0.0,43414.99464069178,60843.21571302754,8759,69.4284845726512,False,,,,,4500
24,53.6036,6.25722,58.9337,5.62499,10.83650985827655,5.367465023910264,0.4953130753450827,0.038150007718299184,0.3227842464820735,0.055228551634398125,0.0,36735.817448609596,58902.469716589585,8759,69.6162001743242,False,,,,,4964
25,53.6337,6.45037,58.6551,5.87363,9.643464609580988,5.054412625379926,0.524128291025018,0.033936791802185395,0.33067836315368443,0.055057457024314777,0.0,30547.2949526895,55998.00884357245,8759,69.27824776086761,False,,,,,5577
26,53.6886,6.60998,58.3686,6.23481,8.465022821441007,4.695013581332859,0.5546368486380079,0.02981207492586086,0.34396196572295606,0.05336102175106182,0.0,25467.597734015297,52716.844915124995,8759,64.56833310077714,False,,,,,5735
27,53.7431,6.84523,58.3615,6.59597,7.5657054142403215,4.625121523549409,0.6113272021990063,0.026582173810782258,0.34950806370812104,0.05097648429624702,0.0,20601.03505086644,48557.43179538252,8759,69.52677604587052,False,,,,,6448
28,53.7581,7.04676,58.1089,6.87298,7.364158594108241,4.354269184191533,0.5912785729078681,0.02593930669620965,0.35237116898236726,0.05050369511500919,0.0,18560.834939369863,44804.99158978521,8759,64.77935971236177,False,,,,,6550
29,53.8029,7.26502,58.1177,7.05617,6.7038707102981405,4.319851544034816,0.644381690923556,0.023611465285092524,0.3532287392611196,0.0497447780033081,0.0,15706.309421604634,39103.684585458956,8759,61.6332827505758,False,,,,,7010
30,53.8178,7.5001,58.1217,7.33616,6.310911110340184,4.307021190289176,0.6824721684373415,0.0222249691665404,0.35416921235194904,0.04910687329738657,0.0,12700.4412317871,33387.678669733716,8759,58.14584642465121,False,,,,,7144
31,53.8429,7.7184,58.1196,7.69055,6.30651350482778,4.276790679060642,0.6781545263934915,0.02220823608945744,0.3482615498414948,0.048208348177013846,0.0,10436.188509863014,27553.746100352615,8759,58.714994456465035,False,,,,,7118
32,53.8529,7.91994,58.1179,8.03774,6.569860238263111,4.266626517519433,0.6494242438629731,0.02313751262637424,0.32328265941123413,0.04739852859332136,0.0,10094.185889344408,22580.067898549,8759,61.411907002821714,False,,,,,6536
33,51.0719,1.83061,54.9008,4.85116,17.325756079515195,4.876904501064172,0.2814829251134555,0.06105719092559227,0.30147441678492387,0.04555738227262528,11485.6,93477.82775114155,38286.34747128692,8759,98.80035983524382,False,,,,,0
34,51.0984,2.03202,55.4407,5.03285,18.18717811546705,5.278309386432365,0.29022146002647303,0.06409464536458762,0.30113932823178374,0.04730987278504556,10321.4,121581.05336757992,48520.025527832484,8759,97.6987612492306,False,,,,,0
35,51.1407,2.24183,55.8988,5.16744,18.803356778648038,5.585580496430071,0.2970523062548449,0.06626548126039648,0.2882047465604965,0.04810213152511947,10833.5,154055.5591780822,60227.64299864857,8759,96.89869228791004,False,,,,,0
36,51.1564,2.43485,56.1911,5.26333,19.219603991644558,5.774816291484951,0.3004648948019672,0.0677307262213407,0.3039531044371812,0.0487509354278555,10282.1,179292.2050456621,69252.34975773387,8759,96.54550423896423,False,,,,,0
37,51.2199,1.70501,54.7079,4.76408,16.906908225978032,4.639402252973976,0.2744086731272001,0.05958439538965413,0.2906308803711161,0.04470220098051483,14905.1,84505.79011415524,36139.55230282859,8759,98.98001044692582,False,,,,,0
38,51.2464,1.90645,55.4751,5.00889,18.159443523535675,5.244715210914695,0.2888147538286206,0.0639973570494897,0.2971288192592735,0.04725261912435091,21342.7,121398.04726027398,50910.340774589306,8759,97.48817230315393,False,,,,,0
39,51.3097,2.12475,56.0692,5.14223,18.967129634254935,5.635425964414759,0.2971153818781884,0.06684408439685119,0.2951948529649526,0.04823690432341205,29049.8,165459.59760273973,67606.68178530893,8759,96.61978003217021,False,,,,,0
40,51.394,2.41868,56.7629,5.30919,20.225405662532097,6.097551579945843,0.3014798161127447,0.07128032047677749,0.3167904162691795,0.05058983261806998,36084.8,225155.7517579909,84829.14894913246,8759,95.58124706448875,False,,,,,0
41,51.541,2.71265,57.1304,5.52299,21.43213602741375,6.256149236998751,0.2919050732505868,0.07552897642970995,0.3266782715692766,0.05266857573330021,40424.7,251477.62828767125,87784.1099062632,8759,94.63412943844115,False,,,,,0
42,51.6875,2.97302,57.2619,5.76848,22.205039015836206,6.236067027510205,0.28084017429839964,0.07824649117581206,0.336062654798417,0.05381096434435541,43258.4,251140.5642579909,81655.58779922352,8759,93.54900943284528,False,,,,,0
43,51.8283,3.1578,57.3402,5.96185,22.741828876601247,6.184152166020824,0.27192853308221016,0.08014009085132716,0.3374718713413608,0.05464351613908346,43722.3,246778.17039954336,74809.33412872179,8759,92.11071300765438,False,,,,,0
44,51.948,3.35093,57.4081,6.14458,23.131995879532205,6.1332839761827405,0.2651428786397818,0.08151763308564725,0.33230897950876986,0.05518142328858505,43111.5,239700.1117694064,74104.78152179265,8759,91.03984012876937,False,,,,,0
45,52.088,3.58606,57.5175,6.37077,23.447205910687657,6.101973454063855,0.2602430958002747,0.0826347780644533,0.3185336030311402,0.05512914760213515,39839.7,227261.65922374427,78566.34089505501,8759,89.59105430138462,False,,,,,0
46,52.2122,3.7624,57.7933,6.55727,23.419104068328284,6.241792653308822,0.26652568070484595,0.08254348286075,0.31824762932188516,0.05357839795817609,27589.6,211930.91003424657,91023.0766163915,8759,87.91581295294935,False,,,,,0
47,52.3822,3.93039,58.9196,5.62295,19.98953008578543,6.752951807439475,0.33782444001730205,0.07043296694911966,0.31402804887621105,0.05367856861314243,0.0,187092.0731165151,109900.3569849959,8759,83.51216933048292,False,,,,,1128
48,52.4491,4.00598,59.2902,5.56493,19.75765378762209,7.016478768762859,0.35512712411018105,0.06962387952450598,0.3087533777386087,0.05345056498472242,0.0,179041.0324726655,109008.49413001243,8759,82.18379482178841,False,,,,,1213
49,52.6642,4.11523,59.8366,5.13097,19.202945111038485,7.2439664209326615,0.3772320536795469,0.06766013084230289,0.2883430930974418,0.05434814311924562,0.0,160947.6475325765,101382.71566663467,8759,82.42469712769442,False,,,,,1221
50,52.8528,4.16561,60.0517,5.12487,18.73223347869133,7.262529928172408,0.38770229596133465,0.06600361661771735,0.2807153238994979,0.055599384855066575,422.277,148888.81010513697,96516.24447701889,8759,80.04305683664826,False,,,,,1406
51,53.0153,4.20756,60.3885,5.12408,18.592542952654863,7.4299452992871995,0.39961963880934664,0.06550317906493958,0.27318901080570573,0.05570320574850326,0.0,138517.6916968924,94340.67252809103,8759,79.32271864592066,False,,,,,1472
52,53.1266,4.27471,60.5261,5.11922,18.437493302395815,7.447536330230283,0.40393432057613443,0.06495393027817302,0.2723737189451288,0.05581207174769219,0.0,130120.02278309132,91874.30672396228,8759,79.56137990831918,False,,,,,1535
53,53.2628,4.34184,60.5705,5.11117,18.223979360632093,7.348084644238936,0.4032096667159565,0.06420125543117912,0.2798728144032571,0.05597734127221611,0.0,121749.11574585275,89171.60769968902,8759,79.89250955288686,False,,,,,1632
54,53.3835,4.45095,60.6489,5.07132,17.98210304136263,7.291837635116404,0.4055052747914768,0.06335682872037046,0.2883143416550762,0.05628035305471824,0.0,112832.37033482877,84841.91502965924,8759,81.16142401515476,False,,,,,1818
55,53.4688,4.59364,60.7439,5.01235,17.610976047038854,7.287139224284103,0.41378394955624154,0.062044246308960944,0.2931878764018049,0.05670097455464803,0.0,102380.44466603735,80957.56709199214,8759,80.1783581896537,False,,,,,1992
56,53.5639,4.88743,60.6651,5.08225,16.99826249834852,7.103871921170882,0.41791753256317016,0.059884526409556695,0.3035532348238114,0.055899428817771234,0.0,84013.74018462215,75740.34191315528,8759,78.63408925340771,False,,,,,2056
57,53.5939,5.13086,60.5899,5.11877,16.25636354295589,6.996010446540231,0.4303551915564598,0.05725924360680647,0.3112654160680238,0.055483130481331216,0.0,72408.82154815296,72390.84432421536,8759,75.7962807466885,False,,,,,2266
58,53.6238,5.55898,60.3848,5.12498,14.52184202479073,6.7749152762230125,0.4665327762591911,0.05115490104910023,0.32344423609642514,0.05509256766368287,0.0,57060.62781700249,66568.22455932996,8759,70.13894255652897,False,,,,,3403
59,53.6987,5.87802,59.3737,5.46066,12.078146591509407,5.690326385155774,0.47112579252481596,0.04251991493198382,0.3238274010410484,0.056518181696062604,0.0,45569.81131069179,62599.904063659866,8759,69.35729783397655,False,,,,,4536
60,53.7544,6.05579,59.2978,5.62368,11.490607513428499,5.560216058041275,0.4838922617053388,0.04044667475146317,0.3281827926095456,0.05590549537075293,0.0,40091.9623981621,59065.114137430675,8759,68.0138710235312,False,,,,,4299
61,53.844,6.34977,58.624,5.95362,8.832870505018867,4.796387684758188,0.5430157367339263,0.031096440253616252,0.33711935992019204,0.0544701033589089,0.0,27475.677473789954,56327.71943548401,8759,64.32699684830425,False,,,,,5782
62,53.8639,6.6101,58.3725,6.34991,7.659301032017595,4.516101504184778,0.5896231895451637,0.026969892707964606,0.34537735015631815,0.05238752771003014,0.0,22519.223652384706,51933.157906632034,8759,62.01237556148029,False,,,,,6390
63,53.9185,6.97956,58.3299,6.62158,6.100679063632975,4.425900997582301,0.7254767791286929,0.021411766964240696,0.353583984457724,0.04958717836529529,0.0,17125.26503387507,44218.64271573509,8759,68.36915985412045,False,,,,,7255
64,53.9631,7.27345,58.1161,7.00058,6.159298205290707,4.161954713460978,0.6757189820564211,0.021693459325374087,0.35691393865328375,0.04883993671819398,0.0,14170.95812288598,36733.640633819065,8759,61.323720633040104,False,,,,,7221
65,53.978,7.58411,58.1217,7.38917,5.759059507205145,4.14828293316644,0.7203056207313944,0.02028046029106401,0.3582538601187711,0.048164019619441695,0.0,10577.568600070548,28768.84397018381,8759,56.78504202924107,False,,,,,7473
66,54.0077,7.82768,58.1182,7.80931,5.941730138713947,4.110541047952205,0.6918087748835238,0.02092175664068522,0.3526184012101467,0.047238381147390096,0.0,8314.772981534246,22510.235341897274,8759,59.46457408460495,False,,,,,7299
67,51.4776,1.63789,54.6579,4.71913,16.587533261822948,4.428131437480144,0.26695539159349957,0.05845874022369157,0.28652744117660006,0.044329621094625814,8498.14,79620.0474783105,37365.328117397425,8759,99.002151696074,False,,,,,0
68,51.5879,2.01591,56.2694,5.08962,19.080947798844317,5.600369221229972,0.2935058195363425,0.06724865907435316,0.31240570928361727,0.0483162645559293,14554.9,176871.50170091324,79003.94559931794,8759,96.29143470259439,False,,,,,0
69,51.6351,2.16708,56.8115,5.17974,20.156229239257357,5.989260157615464,0.2971418952683103,0.0710384585895591,0.31529946177245527,0.0503499207736613,23847.4,224738.3174200913,89381.32777404654,8759,95.22487659509902,False,,,,,0
70,51.7814,2.56173,57.2389,5.51833,21.873461708793826,6.206914677196718,0.28376462582058243,0.07708173174055644,0.33507873770569213,0.053200398881909056,71662.6,264092.6101141552,89358.73901634797,8759,94.19817788635115,False,,,,,0
71,51.9427,2.80525,57.3444,5.76586,22.61276816001188,6.159835587262048,0.2724051979693057,0.07968679062745773,0.33917251441325547,0.05431670657606286,76942.4,260875.95575342467,79261.97203327992,8759,92.4453067149999,False,,,,,0
72,52.0879,3.01515,57.432,5.98253,23.120645823717823,6.112671173423289,0.264381506469544,0.08147890652886164,0.332000419195895,0.05509964767080918,76157.9,254479.99941780823,77301.67285956284,8759,91.32087131581383,False,,,,,0
73,52.2635,3.17469,57.5593,6.20106,23.463153856341645,6.099542033374309,0.25996258093520186,0.08269301119675629,0.31640843521309603,0.05507866387882824,63914.7,245742.0571347032,82879.61193212713,8759,89.74662724242592,False,,,,,0
74,52.4129,3.35943,57.8911,6.45399,23.431103786738372,6.291818245435894,0.2685241934268996,0.0825841191724112,0.31763947203079157,0.05346889807946976,26971.0,228354.839086758,97637.85671019381,8759,87.89462298483072,False,,,,,0
75,52.5207,3.4854,58.8089,5.65879,20.29664080396595,6.653200983894899,0.3277981340929514,0.07152150774373721,0.3180577087762534,0.05336723066526057,0.0,208549.64523775116,114004.75113685153,8759,84.07223075926315,False,,,,,897
76,52.6896,3.65336,59.6782,5.25604,19.78889945613137,7.1700148634713425,0.3623250943977985,0.06973146252039017,0.3020384346420171,0.053227981230651235,3.16555,189637.33236221346,108481.13803634513,8759,82.41540199310055,False,,,,,862
77,52.8374,3.73735,59.8626,5.12499,19.218473595815947,7.160934283290133,0.37260681747634417,0.06771016430269573,0.2944972220751836,0.05469202927174159,0.0,177398.18782416187,103936.748847029,8759,82.39088211282606,False,,,,,1214
78,53.0202,3.8549,60.1748,5.12465,18.895917763082846,7.266399811632988,0.3845486576909977,0.06657582809196687,0.2852489927414293,0.05542502481914143,0.0,161364.33422561473,99384.6223641386,8759,80.66715062215319,False,,,,,1283
79,53.172,3.88007,60.4715,5.12111,18.7895240641851,7.4042474655835235,0.3940625340104721,0.06619326273071044,0.2787416599093146,0.05551413250398787,0.0,152953.18077139874,97802.58631334548,8759,79.935310157537,False,,,,,1417
80,53.3282,3.93882,60.562,5.10908,18.62805285497755,7.327848995960542,0.3933770777337304,0.06562689203946996,0.2708819611805113,0.05572797746469448,0.0,143428.4982557297,95695.57167345611,8759,80.21260289451052,False,,,,,1506
81,53.5139,4.08153,60.8704,4.87881,17.993748735545907,7.399577531751387,0.41123045789418117,0.06339720847378082,0.2828841651436149,0.057213003987850806,0.0,128186.39802098437,90986.60528287389,8759,78.02659733241056,False,,,,,1837
82,53.599,4.21583,60.9775,4.87497,17.761397271842775,7.4078828142459185,0.4170777051414569,0.06258202520865344,0.2902096752780651,0.057700148662964745,5.17607,118280.79852882079,86729.37082834898,8759,76.53668650846299,False,,,,,1902
83,53.6888,4.53483,61.0005,4.87499,17.22453746013421,7.319608303427174,0.4249523866964925,0.06068336925497175,0.30049480026283315,0.057694742041903065,0.0,97541.37840218686,80387.08432579986,8759,74.67705064000613,False,,,,,2044
84,53.7386,4.83705,60.7818,4.98843,16.6657608220843,7.044826622735295,0.42271257207771656,0.058701239001450044,0.3121192064788708,0.05619351669683919,0.0,80583.77444063094,75921.50154303566,8759,77.51088727232207,False,,,,,2126
85,53.7635,5.13089,60.5932,5.11992,15.80447887146965,6.82970881011043,0.4321375519973307,0.055666165389944566,0.3192319010781974,0.055606404073862734,0.0,67280.81961152624,71981.63933460414,8759,74.73592529844005,False,,,,,2942
86,53.8033,5.41634,60.4583,5.1249,14.617085101861157,6.661378406426106,0.4557254993047779,0.05149205185587874,0.3279886733547364,0.0555649652028591,0.0,57003.32288958755,67340.97207783158,8759,70.20956074815767,False,,,,,3297
87,53.868,5.71861,59.8925,5.12499,12.88888083119971,6.053675326146915,0.46968199996798576,0.04540369139986079,0.3270587353320501,0.05596272965210103,0.0,46262.91764728135,63328.16193713982,8759,69.34612419566511,False,,,,,4479
88,53.9284,6.0139,59.3039,5.62338,10.987177762558277,5.389666605681649,0.4905414950187088,0.03866836832124766,0.33479811051587494,0.05608888055702872,0.0,36175.55242558676,59111.0531102927,8759,67.44710303098842,False,,,,,4480
89,54.0127,6.29942,58.5904,6.11921,7.919450123872846,4.581245784074459,0.5784802874462822,0.027820526811567558,0.34373356637081576,0.05246432606405171,0.0,24809.299694380712,56734.761365648155,8759,68.65355946062122,False,,,,,6320
90,54.0176,6.57653,58.3711,6.28392,7.061661608977647,4.3633224568097155,0.6178889188434811,0.024864664041290608,0.34847402888163703,0.051467536261072,0.0,21747.4143400137,52176.43113910223,8759,62.18730323261619,False,,,,,6518
91,54.0622,6.84525,58.3739,6.49191,6.146777427338812,4.326153724222015,0.7038084224394932,0.02163294367462725,0.3472043668345777,0.04994739729691418,0.0,17682.58943810731,46176.589956222684,8759,60.368201155530144,False,,,,,7205
92,54.0869,7.11397,58.1041,6.87719,6.073051946271455,4.02417204010962,0.662627633636537,0.021390734027641408,0.3569603562932444,0.04945741719332795,0.0,14856.953511541094,39269.85228124181,8759,62.18194664091939,False,,,,,7254
93,54.1511,7.685,58.1209,7.50997,5.401801374287447,3.973656696406975,0.7356169583208974,0.019020336876702564,0.36156672975952864,0.04733241444548466,0.0,8635.01370185274,24209.529280656094,8759,56.01125612352131,False,,,,,7521
94,54.1067,7.39947,58.1187,7.10222,5.607456257049456,4.022996589919012,0.7174369991493864,0.019749937196373392,0.3597100049887409,0.048271950705746934,0.0,11792.81498748919,32333.640307695576,8759,59.01866258344492,False,,,,,7505
95,51.7862,1.78077,55.586,4.8973,17.85455259244244,4.914391038663894,0.27524582389950675,0.06292846902695336,0.2852578229619654,0.046981737469862915,1144.59,119182.95432420091,61538.45874367739,8759,97.18595767571821,False,,,,,94
96,51.9217,2.16715,57.183,5.26485,21.34095662005545,6.105491215291361,0.2860926679150664,0.07520835893890777,0.33051009769429135,0.05231444816786019,37823.2,259946.36043378996,96580.96945921023,8759,94.49339625062943,False,,,,,0
97,52.0204,2.46944,57.332,5.54625,22.325098203391914,6.138391836311851,0.27495475183975804,0.07867168281269162,0.3402883535733922,0.05380482245683012,74344.5,269627.98539954337,88243.80969885933,8759,93.0933487216882,False,,,,,0
98,52.1498,2.63736,57.4106,5.73623,22.86099274152826,6.105654094108184,0.2670773821215964,0.08056312354392045,0.338943136177737,0.054755242476667486,97862.1,267684.7863242009,83961.0892731794,8759,91.94558749200822,False,,,,,0
99,52.284,2.81366,57.4976,5.94587,23.261805340409925,6.0821348590852535,0.261464437952264,0.08197881456415736,0.33382571167601816,0.05521585323358237,85748.4,261318.55417808218,83711.27520069087,8759,90.79915739599451,False,,,,,0
100,57.1611,6.00426,58.8008,5.85822,2.565578743928885,1.6461906850665922,0.641644965667919,0.008924395672997004,0.27207736471268607,0.03088997404023747,0.0,4007.457900799087,17357.709219996123,8759,66.83251385060638,False,,,,,8192
101,50.2682,-2.3109,50.6254,-2.12501,0.47212849890861736,0.40267472244976993,0.8528922176496477,0.001657314322394739,0.18060021155480413,0.011792126645756214,0.0,377.485795913242,2647.588775627313,8759,27.250554178194335,False,,,,,8596
102,50.2864,-1.46995,50.8749,-0.617941,2.806759247864903,1.0354958165444204,0.36892933276415507,0.009831579569135602,0.16122450462163002,0.017667440021461457,0.0,2357.088017895571,5928.027308887086,8759,72.39894890725604,False,,,,,7545
103,50.3761,-0.460533,50.8749,-0.252511,0.6348814449101765,0.5404392588293302,0.851244375090836,0.002235890437409636,0.17128367880288536,0.013400353939556572,0.0,586.179540428653,3867.9869544851836,8759,44.872005148054704,False,,,,,8571
104,50.5015,0.464854,51.1249,0.916631,1.0903372302819587,0.7698896139895613,0.7061022889133756,0.003764270361711799,0.17827990591092985,0.012573851936140077,0.0,462.9035034453196,2885.327206259586,8759,76.93281222479695,False,,,,,8584
105,50.0518,-3.23629,50.8749,-2.73414,1.236108919780808,0.9641826758970492,0.7800143340669543,0.004319218031060945,0.1848863044722621,0.017024322246231766,0.0,1852.2748980593608,6831.640209715267,8759,40.71297406083817,False,,,,,8000
106,49.9254,-4.04921,50.3749,-3.81203,0.6051912919522372,0.5082367582141164,0.839795226687147,0.002137317900154458,0.18001185532303143,0.013834715493409602,0.0,218.5021829908676,2318.0952106971604,8759,28.121252235228106,False,,,,,8675

Aggregate Statistics:
Total number of particles: 107
Total simulation steps: 8760 steps
Number of beached particles: 0
Percentage of beached particles: 0.00%
Average time to beach (for beached particles): nan steps
Average distance to shore for beached particles: nan meters
Average straightness index: 0.432 (unitless)
Average total distance: 15.446 (degrees)
Average net displacement: 5.697 (degrees)
Average velocity: 0.054 m/s
